,gender,first-name,last-name,date-bought-car,year-bought-car,car-make,engine-type,year-of-visit,date-of-visit,car-age-in-years,car-miles,car-age-in-months
7622,Female,ALEXA,MCLAUGHLIN,2018-06-01,2018,Manufacturer_2,petrol,2020,2020-11-01,2,53112,29
7623,Male,ADRIAN,SILVA,2007-01-01,2007,Manufacturer_4,petrol,2014,2014-10-21,7,48377,93
7624,Female,AMELIA,NEAL,2010-04-01,2010,Manufacturer_1,petrol,2013,2013-09-10,3,77154,41
7625,Male,JONATHAN,MORAN,2005-11-01,2005,Manufacturer_1,diesel,2009,2009-01-06,4,116300,38
7626,Female,SOPHIA,FERNANDEZ,2011-09-01,2011,Manufacturer_5,petrol,2013,2013-10-20,2,22798,25
7627,Male,MICHAEL,MEYER,2011-10-01,2011,Manufacturer_1,petrol,2015,2015-09-22,4,108192,47
7628,Female,BRIANNA,ARCHER,2011-01-01,2011,Manufacturer_5,diesel,2019,2019-10-19,8,129584,105
7629,Male,ANGEL,PRICE,2008-06-01,2008,Manufacturer_3,diesel,2017,2017-10-02,9,216765,112
7630,Female,EMMA,PHELPS,2018-05-01,2018,Manufacturer_4,diesel,2020,2020-05-07,2,12196,24
7631,Male,JOSHUA,COHEN,2009-04-01,2009,Manufacturer_5,petrol,2012,2012-02-04,3,70053,34
7632,Male,MASON,GALINDO,2018-05-01,2018,Manufacturer_5,diesel,2020,2020-08-20,2,37472,27
7633,Female,ASHLEY,AVERY,2006-06-01,2006,Manufacturer_1,diesel,2014,2014-09-04,8,236728,99
7634,Male,CHRISTIAN,SOLOMON,2012-04-01,2012,Manufacturer_3,diesel,2020,2020-06-08,8,82328,98
7635,Female,VALERIA,HARDIN,2016-12-01,2016,Manufacturer_5,diesel,2020,2020-09-16,4,118360,45
7636,Male,BENJAMIN,LEVY,2018-11-01,2018,Manufacturer_4,petrol,2020,2020-12-03,2,18006,25
7637,Male,JOSE,HAYES,2014-06-01,2014,Manufacturer_3,diesel,2020,2020-09-16,6,170544,75
7638,Female,SOFIA,WELCH,2018-12-01,2018,Manufacturer_4,petrol,2020,2020-01-03,2,38896,13
7639,Male,DANIEL,PACE,2019-07-01,2019,Manufacturer_1,diesel,2020,2020-07-12,1,19863,12
7640,Female,VICTORIA,BENITEZ,2016-08-01,2016,Manufacturer_5,diesel,2020,2020-03-04,4,75748,43
7641,Female,ALYSSA,HARRELL,2006-03-01,2006,Manufacturer_2,diesel,2014,2014-06-07,8,105560,99
7642,Male,MICHAEL,BARTLETT,2005-08-01,2005,Manufacturer_5,petrol,2007,2007-08-07,2,36180,24
7643,Male,JONATHAN,COLE,2009-08-01,2009,Manufacturer_3,petrol,2011,2011-03-15,2,57106,19
7644,Female,SARAH,HENDERSON,2005-01-01,2005,Manufacturer_3,diesel,2007,2007-08-11,2,29916,31
7645,Male,DAVID,BROWNING,2010-12-01,2010,Manufacturer_5,petrol,2018,2018-09-03,8,118704,93
7646,Male,JOSHUA,BRADFORD,2006-02-01,2006,Manufacturer_3,petrol,2010,2010-07-02,4,81376,53
7647,Female,EVELYN,MEDRANO,2005-06-01,2005,Manufacturer_4,diesel,2014,2014-12-22,9,143937,114
7648,Female,SOPHIA,SIMS,2010-02-01,2010,Manufacturer_3,diesel,2019,2019-03-12,9,171675,109
7649,Male,ETHAN,BERNARD,2017-10-01,2017,Manufacturer_5,diesel,2020,2020-12-16,3,61806,38
7650,Male,JOSE,OCHOA,2018-06-01,2018,Manufacturer_5,diesel,2020,2020-10-22,2,12616,28
7651,Female,GRACE,MOSES,2012-02-01,2012,Manufacturer_1,petrol,2019,2019-01-25,7,180810,83
7652,Male,JULIAN,PARRA,2010-02-01,2010,Manufacturer_4,diesel,2019,2019-12-23,9,128007,118
7653,Female,SOPHIA,MCKENZIE,2019-10-01,2019,Manufacturer_4,diesel,2020,2020-12-19,1,28666,14
7654,Female,ABIGAIL,BERNAL,2007-05-01,2007,Manufacturer_4,diesel,2012,2012-06-16,5,101845,61
7655,Male,ALEXANDER,WARREN,2005-08-01,2005,Manufacturer_3,petrol,2010,2010-07-02,5,29450,59
7656,Female,SOPHIA,HAMPTON,2014-01-01,2014,Manufacturer_4,petrol,2018,2018-11-07,4,20020,58
7657,Female,ZOE,ROBLES,2009-05-01,2009,Manufacturer_5,petrol,2014,2014-01-20,5,44275,56
7658,Male,JOSEPH,NIXON,2009-03-01,2009,Manufacturer_4,petrol,2012,2012-09-18,3,40299,42
7659,Female,MIA,CORONA,2015-09-01,2015,Manufacturer_5,diesel,2020,2020-12-13,5,142675,63
7660,Male,JUAN,MEZA,2011-08-01,2011,Manufacturer_4,diesel,2016,2016-12-23,5,143600,64
7661,Female,EMILY,COHEN,2006-05-01,2006,Manufacturer_2,diesel,2014,2014-10-05,8,198512,101
7662,Female,ASHLEY,DURHAM,2008-09-01,2008,Manufacturer_2,petrol,2011,2011-07-14,3,17793,34
7663,Female,SOFIA,FRENCH,2016-11-01,2016,Manufacturer_3,diesel,2020,2020-09-03,4,85972,46
7664,Female,EMILY,MARIN,2014-07-01,2014,Manufacturer_5,petrol,2020,2020-12-13,6,150714,77
7665,Female,EMILY,GUERRERO,2011-01-01,2011,Manufacturer_5,diesel,2014,2014-08-07,3,69237,43
7666,Male,BRANDON,ALFARO,2010-06-01,2010,Manufacturer_5,petrol,2013,2013-09-06,3,79443,39
7667,Male,DYLAN,FRANCIS,2017-09-01,2017,Manufacturer_5,petrol,2019,2019-04-06,2,48020,19
7668,Female,ELIZABETH,HUTCHINSON,2006-09-01,2006,Manufacturer_2,diesel,2008,2008-01-16,2,49038,16
7669,Male,CHRISTOPHER,MARKS,2005-11-01,2005,Manufacturer_3,diesel,2009,2009-07-22,4,119964,44
7670,Female,JESSICA,NORTON,2019-10-01,2019,Manufacturer_3,petrol,2020,2020-01-07,1,28534,3
7671,Male,DANIEL,BARNES,2017-02-01,2017,Manufacturer_3,petrol,2020,2020-11-15,3,47979,45
7672,Female,JOCELYN,GREEN,2008-02-01,2008,Manufacturer_4,diesel,2013,2013-02-09,5,147975,60
7673,Female,BRIANNA,HESS,2019-12-01,2019,Manufacturer_2,petrol,2020,2020-11-16,1,5812,11
7674,Male,DAVID,NIELSEN,2016-05-01,2016,Manufacturer_4,petrol,2020,2020-05-23,4,44672,48
7675,Male,NOAH,MORA,2016-01-01,2016,Manufacturer_2,diesel,2020,2020-07-07,4,72536,54
7676,Female,CHLOE,BELTRAN,2017-05-01,2017,Manufacturer_1,diesel,2020,2020-04-17,3,54282,35
7677,Male,DAVID,BOOTH,2012-09-01,2012,Manufacturer_4,diesel,2017,2017-07-11,5,25700,58
7678,Male,ANGEL,HORN,2010-01-01,2010,Manufacturer_3,diesel,2017,2017-11-10,7,124747,94
7679,Male,JACOB,LUGO,2008-10-01,2008,Manufacturer_1,petrol,2016,2016-10-10,8,83792,96
7680,Female,AVA,CROSS,2005-02-01,2005,Manufacturer_2,petrol,2013,2013-03-05,8,221520,97
7681,Female,AVA,ESPINOSA,2016-07-01,2016,Manufacturer_1,petrol,2020,2020-12-25,4,64056,53
7682,Female,ASHLEY,SHELTON,2010-12-01,2010,Manufacturer_3,diesel,2013,2013-08-11,3,72585,32
7683,Female,ALEXA,CLINE,2012-03-01,2012,Manufacturer_1,petrol,2014,2014-10-25,2,10150,31
7684,Female,MADISON,MERRITT,2006-06-01,2006,Manufacturer_5,diesel,2009,2009-12-02,3,31374,42
7685,Female,BRIANNA,KOCH,2019-07-01,2019,Manufacturer_3,diesel,2020,2020-06-16,1,6064,11
7686,Male,ANTHONY,PAYNE,2012-06-01,2012,Manufacturer_4,diesel,2018,2018-01-20,6,143388,67
7687,Male,JAMES,TATE,2010-07-01,2010,Manufacturer_4,petrol,2018,2018-08-14,8,191200,97
7688,Female,JESSICA,RUIZ,2005-07-01,2005,Manufacturer_3,petrol,2006,2006-08-05,1,21821,13
7689,Male,ANTHONY,CHAMBERS,2018-04-01,2018,Manufacturer_4,petrol,2020,2020-07-20,2,14504,27
7690,Female,VALERIA,WYATT,2008-03-01,2008,Manufacturer_4,petrol,2012,2012-10-19,4,117164,55
7691,Female,OLIVIA,MURRAY,2019-07-01,2019,Manufacturer_3,petrol,2020,2020-04-12,1,13792,9
7692,Female,MIA,WOLF,2011-05-01,2011,Manufacturer_1,diesel,2016,2016-07-19,5,112945,62
7693,Female,EMMA,FISCHER,2010-06-01,2010,Manufacturer_4,diesel,2012,2012-12-04,2,54316,30
7694,Female,CHARLOTTE,STEVENSON,2006-08-01,2006,Manufacturer_2,diesel,2013,2013-01-17,7,109501,77
7695,Female,JOCELYN,MEADOWS,2012-06-01,2012,Manufacturer_1,petrol,2016,2016-10-05,4,89756,52
7696,Female,EMILY,HARVEY,2013-03-01,2013,Manufacturer_5,petrol,2015,2015-03-23,2,53364,24
7697,Male,ANGEL,JOSEPH,2009-02-01,2009,Manufacturer_5,petrol,2016,2016-08-09,7,128044,90
7698,Female,AUDREY,NEWTON,2007-03-01,2007,Manufacturer_1,diesel,2016,2016-06-14,9,156555,111
7699,Male,ANDREW,CHERRY,2009-05-01,2009,Manufacturer_4,diesel,2011,2011-04-18,2,44058,23
7700,Female,ELIZABETH,WARREN,2010-02-01,2010,Manufacturer_4,diesel,2018,2018-03-16,8,87576,97
7701,Male,JOSEPH,BUCK,2005-01-01,2005,Manufacturer_4,petrol,2006,2006-10-21,1,7121,21
7702,Male,JACOB,XIONG,2016-05-01,2016,Manufacturer_4,diesel,2020,2020-03-15,4,35684,46
7703,Female,ANGELINA,CHAPMAN,2016-02-01,2016,Manufacturer_4,petrol,2020,2020-06-14,4,45672,52
7704,Female,OLIVIA,RIOS,2005-12-01,2005,Manufacturer_4,petrol,2012,2012-07-17,7,37996,79
7705,Female,VALERIA,HOLLOWAY,2006-10-01,2006,Manufacturer_3,diesel,2012,2012-11-14,6,75834,73
7706,Male,BENJAMIN,HARDIN,2007-10-01,2007,Manufacturer_4,petrol,2015,2015-11-11,8,49088,97
7707,Female,OLIVIA,POOLE,2011-03-01,2011,Manufacturer_1,petrol,2013,2013-05-20,2,14062,26
7708,Male,DANIEL,QUINTERO,2008-08-01,2008,Manufacturer_2,petrol,2017,2017-01-25,9,147609,101
7709,Female,AVERY,COLEMAN,2019-07-01,2019,Manufacturer_3,petrol,2020,2020-05-23,1,24236,10
7710,Female,EMILY,SANFORD,2013-06-01,2013,Manufacturer_5,petrol,2015,2015-03-20,2,34196,21
7711,Female,ELIZABETH,ALI,2018-05-01,2018,Manufacturer_5,diesel,2020,2020-02-25,2,28932,21
7712,Male,JUAN,SEXTON,2012-08-01,2012,Manufacturer_5,diesel,2017,2017-06-18,5,72960,58
7713,Male,JAMES,GROSS,2019-12-01,2019,Manufacturer_5,diesel,2020,2020-11-18,1,13626,11
7714,Female,KIMBERLY,BRADLEY,2014-06-01,2014,Manufacturer_1,petrol,2016,2016-01-08,2,59832,19
7715,Female,ABIGAIL,MCLEAN,2013-09-01,2013,Manufacturer_5,petrol,2017,2017-09-04,4,113880,48
7716,Male,JULIAN,WYATT,2013-07-01,2013,Manufacturer_4,diesel,2015,2015-02-23,2,29208,19
7717,Male,JULIAN,HAYNES,2017-03-01,2017,Manufacturer_3,diesel,2020,2020-10-13,3,42903,43
7718,Female,KIMBERLY,MILES,2016-04-01,2016,Manufacturer_1,petrol,2020,2020-07-13,4,94688,51
7719,Male,DIEGO,FRAZIER,2019-10-01,2019,Manufacturer_2,diesel,2020,2020-04-03,1,7705,6
7720,Male,JOSHUA,ZHANG,2011-02-01,2011,Manufacturer_2,petrol,2012,2012-09-13,1,7414,19
7721,Female,ALLISON,HANSEN,2007-06-01,2007,Manufacturer_2,diesel,2011,2011-02-07,4,33132,44
7722,Female,MELANIE,ARELLANO,2007-03-01,2007,Manufacturer_1,diesel,2016,2016-05-16,9,257715,110
7723,Female,BRIANNA,EATON,2006-09-01,2006,Manufacturer_2,petrol,2012,2012-03-25,6,73326,66
7724,Male,CHRISTOPHER,BRADFORD,2014-06-01,2014,Manufacturer_4,petrol,2020,2020-10-25,6,57066,76
7725,Female,AVERY,SHERMAN,2005-11-01,2005,Manufacturer_2,petrol,2014,2014-09-03,9,267561,106
7726,Female,CHLOE,ASHLEY,2014-04-01,2014,Manufacturer_5,diesel,2020,2020-09-14,6,48672,77
7727,Female,SOFIA,WASHINGTON,2008-04-01,2008,Manufacturer_4,diesel,2010,2010-12-04,2,14610,32
7728,Female,ISABELLA,PATTERSON,2009-01-01,2009,Manufacturer_2,petrol,2012,2012-08-12,3,46929,43
7729,Male,LUIS,MERCADO,2013-01-01,2013,Manufacturer_3,diesel,2017,2017-01-13,4,83204,48
7730,Male,MASON,BROWN,2006-05-01,2006,Manufacturer_1,petrol,2011,2011-01-03,5,90345,56
7731,Male,ANGEL,OWEN,2007-01-01,2007,Manufacturer_4,petrol,2015,2015-03-08,8,148952,98
7732,Female,ELIZABETH,LAM,2007-08-01,2007,Manufacturer_5,petrol,2013,2013-10-25,6,153990,74
7733,Male,MATTHEW,MARSH,2008-01-01,2008,Manufacturer_1,petrol,2011,2011-06-25,3,16776,41
7734,Female,EMMA,MAGANA,2005-12-01,2005,Manufacturer_2,diesel,2009,2009-12-23,4,54720,48
7735,Male,DAVID,CARR,2009-07-01,2009,Manufacturer_4,diesel,2016,2016-12-22,7,78785,89
7736,Male,MATTHEW,RAMSEY,2017-12-01,2017,Manufacturer_1,diesel,2020,2020-06-22,3,76269,30
7737,Female,SOFIA,PORTILLO,2013-11-01,2013,Manufacturer_2,petrol,2020,2020-02-22,7,99680,75
7738,Male,NOAH,CHANDLER,2016-07-01,2016,Manufacturer_3,diesel,2019,2019-01-02,3,89184,30
7739,Male,JOSEPH,HOFFMAN,2007-04-01,2007,Manufacturer_4,petrol,2013,2013-08-25,6,114168,76
7740,Female,GENESIS,LESTER,2019-06-01,2019,Manufacturer_3,petrol,2020,2020-06-08,1,22860,12
7741,Female,NATALIE,MURILLO,2018-05-01,2018,Manufacturer_1,petrol,2019,2019-02-22,1,16862,9
7742,Female,ARIA,MONROE,2007-08-01,2007,Manufacturer_5,petrol,2014,2014-08-21,7,163695,84
7743,Female,MIA,ROBERSON,2011-09-01,2011,Manufacturer_2,diesel,2017,2017-03-01,6,57762,66
7744,Male,DIEGO,ROGERS,2009-04-01,2009,Manufacturer_1,diesel,2013,2013-12-03,4,74280,56
7745,Male,SEBASTIAN,SIMPSON,2016-04-01,2016,Manufacturer_3,petrol,2020,2020-06-16,4,63792,50
7746,Male,MICHAEL,POWELL,2018-10-01,2018,Manufacturer_5,diesel,2020,2020-10-02,2,47892,24
7747,Male,JOSE,MCCORMICK,2018-03-01,2018,Manufacturer_2,petrol,2020,2020-10-11,2,50732,31
7748,Male,ISAAC,MALONE,2007-05-01,2007,Manufacturer_3,diesel,2012,2012-06-23,5,104505,61
7749,Female,MIA,LEON,2016-06-01,2016,Manufacturer_1,diesel,2018,2018-05-03,2,11824,23
7750,Male,ANDREW,WALLER,2012-05-01,2012,Manufacturer_3,petrol,2019,2019-01-14,7,148596,80
7751,Male,JOSE,MORRIS,2009-12-01,2009,Manufacturer_5,petrol,2016,2016-01-13,7,100604,73
7752,Female,SOFIA,HODGES,2010-10-01,2010,Manufacturer_2,petrol,2018,2018-02-23,8,198568,88
7753,Female,MADISON,HAHN,2016-12-01,2016,Manufacturer_4,diesel,2020,2020-09-05,4,103408,45
7754,Female,OLIVIA,BARNES,2015-10-01,2015,Manufacturer_4,diesel,2020,2020-07-14,5,110575,57
7755,Female,SAMANTHA,PARK,2006-06-01,2006,Manufacturer_4,petrol,2011,2011-11-22,5,94705,65
7756,Male,ADRIAN,SAUNDERS,2018-11-01,2018,Manufacturer_4,diesel,2020,2020-12-19,2,49838,25
7757,Male,ISAAC,CONTRERAS,2008-08-01,2008,Manufacturer_2,petrol,2011,2011-04-14,3,40824,32
7758,Female,EMILY,BENTLEY,2016-03-01,2016,Manufacturer_2,diesel,2020,2020-11-16,4,22184,56
7759,Male,ETHAN,GORDON,2016-08-01,2016,Manufacturer_2,petrol,2020,2020-01-21,4,35612,41
7760,Male,MICHAEL,BARAJAS,2005-08-01,2005,Manufacturer_2,diesel,2011,2011-07-25,6,109224,71
7761,Female,CAMILA,ROBERTS,2013-01-01,2013,Manufacturer_3,diesel,2016,2016-06-24,3,82908,41
7762,Male,OLIVER,OSBORNE,2005-11-01,2005,Manufacturer_1,petrol,2009,2009-04-05,4,80620,41
7763,Female,SOFIA,NASH,2009-06-01,2009,Manufacturer_4,diesel,2014,2014-03-20,5,90475,57
7764,Male,ANGEL,CHERRY,2010-10-01,2010,Manufacturer_3,diesel,2012,2012-04-02,2,17934,18
7765,Female,ABIGAIL,WILCOX,2006-03-01,2006,Manufacturer_5,diesel,2013,2013-02-02,7,208320,83
7766,Male,LOGAN,MCMAHON,2017-03-01,2017,Manufacturer_5,diesel,2018,2018-07-08,1,26718,16
7767,Female,HAILEY,PACHECO,2011-01-01,2011,Manufacturer_4,petrol,2013,2013-07-04,2,28136,30
7768,Female,MIA,BAXTER,2012-05-01,2012,Manufacturer_5,diesel,2014,2014-10-11,2,30894,29
7769,Male,JOSHUA,CARPENTER,2010-08-01,2010,Manufacturer_1,petrol,2017,2017-10-11,7,113778,86
7770,Male,NOAH,BENNETT,2006-10-01,2006,Manufacturer_2,petrol,2013,2013-01-10,7,143297,75
7771,Male,ALEXANDER,BLACKWELL,2005-07-01,2005,Manufacturer_4,diesel,2010,2010-03-22,5,140860,56
7772,Female,ASHLEY,MORROW,2007-12-01,2007,Manufacturer_2,petrol,2010,2010-08-10,3,55257,32
7773,Male,JONATHAN,POPE,2007-09-01,2007,Manufacturer_3,petrol,2013,2013-08-23,6,86868,71
7774,Male,LOGAN,CHASE,2011-05-01,2011,Manufacturer_3,petrol,2019,2019-12-07,8,103736,103
7775,Female,VICTORIA,AVALOS,2009-01-01,2009,Manufacturer_4,diesel,2017,2017-11-21,8,130824,106
7776,Male,DANIEL,MCCARTY,2011-06-01,2011,Manufacturer_2,diesel,2015,2015-02-22,4,115024,44
7777,Female,AVA,CARSON,2019-11-01,2019,Manufacturer_1,petrol,2020,2020-12-05,1,14675,13
7778,Male,ALEXANDER,EVANS,2008-07-01,2008,Manufacturer_3,diesel,2010,2010-07-04,2,39324,24
7779,Female,SAMANTHA,BERNARD,2011-02-01,2011,Manufacturer_3,petrol,2012,2012-11-17,1,25468,21
7780,Female,KIMBERLY,FRIEDMAN,2006-08-01,2006,Manufacturer_3,petrol,2012,2012-02-15,6,103596,66
7781,Male,ALEXANDER,BOND,2009-02-01,2009,Manufacturer_4,diesel,2010,2010-09-18,1,9715,19
7782,Female,ISABELLA,OBRIEN,2014-02-01,2014,Manufacturer_5,petrol,2020,2020-08-05,6,74442,78
7783,Female,ALEXA,WILKINSON,2012-07-01,2012,Manufacturer_2,diesel,2017,2017-04-10,5,134750,57
7784,Male,ISAAC,ROMERO,2015-02-01,2015,Manufacturer_3,petrol,2020,2020-05-03,5,94865,63
7785,Female,CAMILA,MORALES,2013-07-01,2013,Manufacturer_5,petrol,2020,2020-01-25,7,39151,78
7786,Female,AUDREY,KLEIN,2012-05-01,2012,Manufacturer_3,diesel,2016,2016-03-10,4,117364,46
7787,Female,ISABELLA,CAMPOS,2008-04-01,2008,Manufacturer_4,diesel,2013,2013-10-19,5,49290,66
7788,Male,ANTHONY,HEATH,2014-06-01,2014,Manufacturer_4,petrol,2016,2016-10-19,2,36670,28
7789,Female,AVA,DICKERSON,2008-09-01,2008,Manufacturer_1,diesel,2010,2010-06-05,2,22192,21
7790,Female,AUDREY,GRIMES,2009-06-01,2009,Manufacturer_5,diesel,2012,2012-02-06,3,84054,32
7791,Male,DIEGO,KEITH,2006-06-01,2006,Manufacturer_2,petrol,2008,2008-01-15,2,52976,19
7792,Female,CHLOE,BROCK,2014-01-01,2014,Manufacturer_2,diesel,2020,2020-06-05,6,64602,77
7793,Male,MATTHEW,MUNOZ,2015-12-01,2015,Manufacturer_5,diesel,2018,2018-10-22,3,82773,34
7794,Male,NATHAN,CARTER,2006-05-01,2006,Manufacturer_2,diesel,2013,2013-12-11,7,187040,91
7795,Male,JULIAN,BURTON,2015-04-01,2015,Manufacturer_3,petrol,2020,2020-01-22,5,32385,57
7796,Female,HAILEY,DAUGHERTY,2005-12-01,2005,Manufacturer_3,diesel,2013,2013-09-09,8,119464,93
7797,Female,EVELYN,ARROYO,2018-01-01,2018,Manufacturer_3,petrol,2020,2020-06-21,2,20514,29
7798,Female,AVA,BELTRAN,2014-11-01,2014,Manufacturer_2,petrol,2020,2020-03-04,6,145380,64
7799,Female,ISABELLA,COOK,2008-08-01,2008,Manufacturer_2,petrol,2014,2014-07-14,6,105828,71
7800,Male,ANTHONY,PATRICK,2016-07-01,2016,Manufacturer_5,petrol,2020,2020-02-03,4,68680,43
7801,Male,JAMES,ROGERS,2019-10-01,2019,Manufacturer_2,petrol,2020,2020-11-19,1,9744,13
7802,Male,BRANDON,KNOX,2016-02-01,2016,Manufacturer_2,diesel,2020,2020-05-04,4,87304,51
7803,Female,PENELOPE,NIELSEN,2006-10-01,2006,Manufacturer_2,diesel,2008,2008-03-10,2,45916,17
7804,Male,ISAAC,MOORE,2014-01-01,2014,Manufacturer_3,diesel,2020,2020-09-14,6,137940,80
7805,Female,ALYSSA,PETERSEN,2008-11-01,2008,Manufacturer_2,diesel,2015,2015-01-06,7,149002,74
7806,Female,ANDREA,SCHAEFER,2009-09-01,2009,Manufacturer_3,diesel,2012,2012-11-11,3,40776,38
7807,Female,ANGELINA,CONLEY,2011-04-01,2011,Manufacturer_1,petrol,2016,2016-11-06,5,55570,67
7808,Female,MADISON,WOLF,2005-10-01,2005,Manufacturer_5,petrol,2009,2009-04-24,4,117044,42
7809,Male,NATHAN,HODGE,2011-06-01,2011,Manufacturer_5,diesel,2019,2019-02-01,8,235200,92
7810,Female,BRIANNA,LYNCH,2012-11-01,2012,Manufacturer_4,diesel,2019,2019-04-22,7,162995,77
7811,Female,EMMA,MOLINA,2009-03-01,2009,Manufacturer_4,petrol,2017,2017-05-08,8,146160,98
7812,Female,EVELYN,FISCHER,2016-10-01,2016,Manufacturer_2,diesel,2020,2020-03-22,4,50092,41
7813,Male,AIDEN,LYONS,2014-07-01,2014,Manufacturer_4,diesel,2020,2020-11-23,6,160878,76
7814,Male,JOSHUA,CARTER,2009-03-01,2009,Manufacturer_2,diesel,2018,2018-05-03,9,121428,110
7815,Male,DIEGO,WARREN,2018-01-01,2018,Manufacturer_1,petrol,2020,2020-09-09,2,55126,32
7816,Male,ANTHONY,YODER,2010-10-01,2010,Manufacturer_2,petrol,2013,2013-02-11,3,88959,28
7817,Female,GRACE,VARGAS,2015-11-01,2015,Manufacturer_4,diesel,2020,2020-01-08,5,110225,50
7818,Male,JESUS,RAMOS,2011-02-01,2011,Manufacturer_4,diesel,2013,2013-01-20,2,55768,23
7819,Male,MICHAEL,HENDERSON,2007-06-01,2007,Manufacturer_5,petrol,2015,2015-05-06,8,99888,95
7820,Male,ISAAC,BEASLEY,2006-10-01,2006,Manufacturer_4,petrol,2014,2014-01-12,8,109352,87
7821,Male,MATTHEW,MCDOWELL,2017-03-01,2017,Manufacturer_3,petrol,2020,2020-08-24,3,49434,41
7822,Female,ZOE,GIBBS,2015-05-01,2015,Manufacturer_3,diesel,2018,2018-08-05,3,80547,39
7823,Female,VICTORIA,ROBERTS,2008-10-01,2008,Manufacturer_5,petrol,2015,2015-05-12,7,42798,79
7824,Male,ANTHONY,HERNANDEZ,2017-10-01,2017,Manufacturer_4,diesel,2020,2020-04-15,3,50217,30
7825,Female,MIA,MCINTOSH,2012-08-01,2012,Manufacturer_1,diesel,2015,2015-01-03,3,58293,29
7826,Female,AVA,SHEPARD,2019-03-01,2019,Manufacturer_5,petrol,2020,2020-02-11,1,27701,11
7827,Female,ISABELLA,GILES,2019-03-01,2019,Manufacturer_1,diesel,2020,2020-10-15,1,17121,19
7828,Male,AIDEN,SCHULTZ,2010-05-01,2010,Manufacturer_4,petrol,2019,2019-06-19,9,161001,109
7829,Female,AVA,MASON,2016-07-01,2016,Manufacturer_5,petrol,2020,2020-01-21,4,56920,42
7830,Female,AVA,QUINN,2005-07-01,2005,Manufacturer_1,diesel,2006,2006-06-12,1,14897,11
7831,Female,VICTORIA,MATHIS,2015-03-01,2015,Manufacturer_1,petrol,2017,2017-01-13,2,22956,22
7832,Male,AIDEN,AHMED,2005-09-01,2005,Manufacturer_1,petrol,2014,2014-03-02,9,130950,102
7833,Female,EMILY,FISHER,2008-01-01,2008,Manufacturer_2,diesel,2010,2010-02-25,2,34632,25
7834,Female,ABIGAIL,SMALL,2007-11-01,2007,Manufacturer_5,petrol,2010,2010-02-16,3,24867,27
7835,Male,ANGEL,GILBERT,2012-09-01,2012,Manufacturer_3,petrol,2020,2020-11-16,8,53272,98
7836,Female,SCARLETT,GILLESPIE,2011-07-01,2011,Manufacturer_1,petrol,2014,2014-11-21,3,25143,40
7837,Male,ALEXANDER,BARTLETT,2016-08-01,2016,Manufacturer_3,diesel,2019,2019-10-21,3,57603,38
7838,Female,AUDREY,GARRETT,2016-06-01,2016,Manufacturer_5,petrol,2018,2018-06-22,2,48406,24
7839,Male,DYLAN,LOPEZ,2008-08-01,2008,Manufacturer_5,diesel,2014,2014-02-13,6,72216,66
7840,Male,MASON,LEAL,2017-06-01,2017,Manufacturer_3,diesel,2019,2019-05-16,2,11814,23
7841,Male,DAVID,MENDEZ,2007-08-01,2007,Manufacturer_5,diesel,2009,2009-10-20,2,31418,26
7842,Female,ALEXA,ODOM,2007-01-01,2007,Manufacturer_1,diesel,2012,2012-05-08,5,52505,64
7843,Female,ASHLEY,CHARLES,2006-05-01,2006,Manufacturer_2,diesel,2011,2011-10-20,5,111140,65
7844,Female,ELIZABETH,LI,2012-12-01,2012,Manufacturer_2,petrol,2015,2015-03-21,3,19458,27
7845,Female,SOFIA,MEDRANO,2013-08-01,2013,Manufacturer_3,petrol,2020,2020-07-14,7,81452,83
7846,Female,EMMA,GRIMES,2007-08-01,2007,Manufacturer_2,diesel,2008,2008-09-12,1,6194,13
7847,Female,ANDREA,TORRES,2008-04-01,2008,Manufacturer_4,diesel,2015,2015-08-09,7,121170,88
7848,Female,ELIZABETH,FROST,2007-05-01,2007,Manufacturer_2,diesel,2014,2014-12-14,7,194418,91
7849,Male,ELIJAH,LARSON,2009-01-01,2009,Manufacturer_2,petrol,2018,2018-02-24,9,55044,109
7850,Female,VICTORIA,ROSAS,2007-05-01,2007,Manufacturer_4,diesel,2012,2012-11-25,5,125845,66
7851,Male,ISAAC,BURGESS,2008-10-01,2008,Manufacturer_4,petrol,2017,2017-12-07,9,254646,110
7852,Male,DIEGO,BURTON,2015-11-01,2015,Manufacturer_5,diesel,2020,2020-05-06,5,40155,54
7853,Male,NOAH,KENT,2011-03-01,2011,Manufacturer_5,diesel,2020,2020-05-15,9,129411,110
7854,Female,OLIVIA,FIGUEROA,2016-06-01,2016,Manufacturer_1,petrol,2020,2020-07-25,4,43276,49
7855,Male,DYLAN,RAMSEY,2018-02-01,2018,Manufacturer_2,diesel,2020,2020-02-12,2,33952,24
7856,Female,HANNAH,KLEIN,2009-01-01,2009,Manufacturer_4,diesel,2014,2014-11-24,5,77215,70
7857,Male,JULIAN,NUNEZ,2006-07-01,2006,Manufacturer_3,diesel,2007,2007-04-19,1,27585,9
7858,Male,ANDREW,TOWNSEND,2006-05-01,2006,Manufacturer_3,diesel,2007,2007-02-10,1,16165,9
7859,Male,MATTHEW,CARRILLO,2010-07-01,2010,Manufacturer_4,diesel,2019,2019-06-15,9,209385,107
7860,Male,JOSEPH,SCHNEIDER,2014-04-01,2014,Manufacturer_1,petrol,2020,2020-11-25,6,45684,79
